StockID,Actual_Slope_Angle,Predicted_Slope_Angle,Actual_Duration,Predicted_Duration
APN.JO,86.5719,89.520874,5.0,5.025769
BTI.JO,89.928566,-89.38648,5.0,5.0362253
BVT.JO,89.23949,89.03287,5.0,5.0384254
CLS.JO,89.90981,89.14233,5.0,5.017112
CPI.JO,-88.03078,89.76195,5.0,4.968951
DSY.JO,-81.1172,89.578285,5.0,5.14454
EXX.JO,89.85865,88.97827,5.0,4.958414
FSR.JO,41.94545,88.986374,5.0,5.1408224
GFI.JO,89.75089,-89.685616,5.0,5.1338873
GLN.JO,89.65338,86.1109,5.0,5.093777
GRT.JO,26.496199,84.108635,5.0,5.1848884
HAR.JO,88.31971,-88.38561,5.0,5.145812
IMP.JO,89.452034,-85.17849,5.0,4.994204
INL.JO,89.54457,89.29089,5.0,5.372741
INP.JO,89.570305,89.341866,5.0,5.421514
KIO.JO,85.5566,-89.63799,5.0,5.0042734
MNP.JO,89.86054,89.81274,5.0,5.0379715
MRP.JO,-88.79014,89.6102,5.0,5.0143633
MTN.JO,-89.48334,89.28194,5.0,5.026996
NED.JO,89.49816,89.517746,5.0,4.9927425
NPN.JO,-89.995056,89.78904,5.0,4.9686236
NRP.JO,88.57137,89.019585,5.0,5.080774
REM.JO,-86.57154,89.3786,5.0,5.0256433
RLO.JO,-81.37183,-85.916824,5.0,5.154503
SBK.JO,89.651276,89.5089,5.0,5.1798797
SHP.JO,89.393326,89.389015,5.0,5.01222
SLM.JO,-52.38351,88.541504,5.0,5.153042
SOL.JO,-89.50008,-89.05997,5.0,5.1204777
VOD.JO,-89.51364,81.18242,5.0,5.175725
ABG.JO,89.33629,88.690056,5.0,5.132906
AGL.JO,89.8573,89.646126,5.0,5.0030856
AMS.JO,89.75081,-89.69934,5.0,5.033044
APN.JO,86.5719,-87.05068,5.0,5.0306125
BTI.JO,89.928566,89.87375,5.0,5.0195446
BVT.JO,89.23949,81.911476,5.0,5.0405006
CLS.JO,89.90981,89.81143,5.0,4.999288
CPI.JO,-88.03078,-89.2198,5.0,4.9791036
DSY.JO,-81.1172,-83.84913,5.0,5.2277126
EXX.JO,89.85865,89.64088,5.0,5.1172523
FSR.JO,41.94545,-54.099792,5.0,5.2280893
GFI.JO,89.75089,89.41086,5.0,4.997674
GLN.JO,89.65338,89.06101,5.0,5.0681343
GRT.JO,26.496199,-67.57527,5.0,5.1966405
HAR.JO,88.31971,-78.25702,5.0,5.1248083
IMP.JO,89.452034,83.91442,5.0,5.0180593
INL.JO,89.54457,89.19326,5.0,5.3147507
INP.JO,89.570305,89.252754,5.0,5.355928
KIO.JO,85.5566,-89.48662,5.0,5.016347
MNP.JO,89.86054,89.77658,5.0,5.0346804
MRP.JO,-88.79014,-88.514694,5.0,5.028947
MTN.JO,-89.48334,-89.409164,5.0,5.0551705
NED.JO,89.49816,89.38134,5.0,4.9927597
NPN.JO,-89.995056,-89.97728,5.0,5.019709
